Domain,Zone,Region,Branch Name,Branch Code,No_of_Samity,No_of_Members,No_of_Borrower,SEP_2025_ Month_Loan,Loan_Outstanding_Principal,Loan_Service_Charge,Total_Outstanding,Overdue_Principal,Overdue_Service_Charge,Total_Overdue,GS,SS,TSS,TDMB,Total_Savings_Balance
OP Domain Khulna,Kushtia Zone,RAJBARI REGION,Pangsha,0508,88,1505,1206,7348000,45141418,6033253,51174671,6589739,875991,7465730,15446360,2444158,2354300,3975000,24219818
OP Domain Chittagaon,Chittagong South Zone,Ranguniea Region,Rangunia,0509,117,1488,1285,12320000,74398065,10218671,84616737,5548971,736479,6285450,13424833,7789119,6369300,750000,28333252
OP Domain Khulna,Kushtia Zone,KUSHTIA REGION,Kumarkhali,0510,83,1422,1365,4049000,34860703,4683601,39544304,12412126,1727151,14139277,5612063,901392,584500,370000,7467955
OP Domain Khulna,Satkhira Zone,Navaran Region,Jhkorgacha,0511,116,2088,1872,7989000,61777476,8185936,69963412,14689555,1956266,16645821,14241304,2139823,2643700,495000,19519827
OP Domain Khulna,Kushtia Zone,KUSHTIA REGION,Bheramara,0512,106,2034,1829,7971000,57774946,7604663,65379609,15109429,2008059,17117488,17461286,1650630,2297200,150000,21559116
OP Domain Chittagaon,Chittagong North Zone,Pahartali Region,Chawkbazar,0513,92,2269,2111,13375000,88838295,13365193,102203489,15489050,2099789,17588839,19537451,10974216,3730800,965000,35207467
OP Domain Dhaka,Dhaka South Zone,Modonpur-1 Region,Madanpur,0514,89,1977,1768,12430000,84692450,8412050,93104500,11138079,1381595,12519675,17847361,5059808,5422000,1255000,29584169
OP Domain Mymensingh,Tangail Zone,Tangail Region,Kalihati-1,0515,93,1263,1001,8380000,63903351,9763028,73666379,7889996,1136755,9026751,19717023,3808572,6934600,750000,31210195
OP Domain Dhaka,Narsingdi Zone,Madhobdi Region,ARAIHAZAR,0516,119,2405,2054,16360000,96043476,12905859,108949335,12311254,1598049,13909303,23257254,5672767,4573200,2440000,35943221
OP Domain Chittagaon,Satkania Zone,Satkania Region,Dohazari,0517,101,1254,1090,7825000,52271050,7044523,59315573,7411692,979544,8391236,12132476,2774697,3936800,1070000,19913973
OP Domain Chittagaon,Satkania Zone,Satkania Region,Satkania-2,0518,75,981,851,6620000,42999869,5738924,48738793,6689862,884904,7574766,11639053,1978641,2829500,3395000,19842194
OP Domain Khulna,Kushtia Zone,KUSHTIA REGION,Poradaho,0519,98,1711,1624,6965000,51883341,7439980,59323321,15195165,2416344,17611508,8992685,1598788,1290100,25000,11906573
OP Domain Comilla,Comilla Zone,Comilla Region,Comilla-2,0520,129,1950,1836,19720000,180444631,-1213279,179231352,10800971,1145577,11946548,35002132,11665209,13689700,3320000,63677041
OP Domain Dhaka,Dhaka North Zone,Kalyanpur Region,Bijoynagar-1,0521,119,2090,1817,14055000,92165709,12484435,104650144,8900150,1178459,10078609,22576428,10152186,4134000,1345000,38207614
OP Domain Dhaka,Dhamrai Zone,Dhamrai Region,Dhamrai,0522,97,1710,1426,7945000,71084945,10408451,81493396,17639026,2524821,20163848,13232145,2819180,3697400,1325000,21073725
OP Domain Comilla,Chandpur Zone,Chandpur Region,Chandpur-2,0523,81,1311,1085,6980000,47323273,6591705,53914978,3773041,503671,4276712,11355156,2696223,2774900,620000,17446279
OP Domain Comilla,Laxmipur Zone,Raypur Region,Dalabazar,0524,117,1473,1151,14472000,96891922,14479668,111371590,4540804,760897,5301701,24669388,6873499,7752800,1935000,41230687
OP Domain Sylhet,Beanibazar Zone,Juri Region,Kulaura,0525,101,1881,1639,15520000,96507945,12893016,109400961,4751978,628218,5380196,27741927,5928488,11294940,660000,45625355
OP Domain Comilla,Comilla Zone,Chandina Region,Dollai Nababpur,0526,97,1446,1280,14520000,92335465,12793046,105128510,8558849,1157132,9715981,17177326,5613404,5729800,280000,28800530
OP Domain Dhaka,Dhaka South Zone,Ruhitpur Region,Sirajdikhan,0527,132,1751,1245,12790000,81274318,12099783,93374101,11619175,1639195,13258370,16541664,4386295,6098300,550000,27576259
OP Domain Mymensingh,Tangail Zone,Mirzapur Region,Sakhipur-1,0528,94,1328,1147,7650000,60952883,8944200,69897084,13702385,2099291,15801676,9512075,3654177,3697200,1650000,18513452
OP Domain Dhaka,Dhaka South Zone,Modonpur-1 Region,Bondor,0529,99,2343,2094,13570000,97544861,9034808,106579669,10418124,1288153,11706278,21803000,6200042,5990700,925000,34918742
OP Domain Comilla,Comilla West Zone,Kutir Bazar Region,Companiganj-2,0530,109,1686,1529,20400000,117491795,17668786,135160582,6575367,931656,7507023,20964375,10212460,6532400,1180000,38889235
OP Domain Khulna,Khulna Zone,Khulna Region,Natun Bazar-1,0531,88,2066,1943,8890000,62684224,8644681,71328906,12254979,1853669,14108648,13550569,3470910,2695100,645000,20361579
OP Domain Barisal,Faridpur Zone,Faridpur Region,Faridpur-3,0532,99,1834,1571,7825000,55269302,7463497,62732799,9786780,1310461,11097241,13456612,3159278,4298800,1500000,22414690
OP Domain Chittagaon,Feni Zone,Dagonbuyan Region,Bosurhat,0533,96,1319,1052,11460000,78782625,11379286,90161910,9036003,1212910,10248913,11367748,7668664,4706400,930000,24672812
OP Domain Comilla,Comilla West Zone,Homna Region,Homna,0534,124,1565,1394,18090000,109790513,16331447,126121961,5108438,715960,5824398,16769286,5192860,5078600,520000,27560746
OP Domain Barisal,Madaripur Zone,Shariatpur Region,Madaripur,0535,122,2015,1778,13770000,94786294,13402871,108189165,12766174,1776836,14543010,17457371,6745057,4020400,650000,28872828
OP Domain Barisal,Madaripur Zone,Mostofapur Region,Tekerhat,0536,108,1923,1594,19365000,119691807,16915777,136607585,6833610,983153,7816764,22019959,12743513,12850600,1095000,48709072
OP Domain Barisal,Faridpur Zone,Bhanga Region,Bhanga-1,0537,106,1573,1347,9080000,58989238,8178875,67168114,8619090,1146093,9765183,14156923,3774506,4334400,790000,23055829
OP Domain Khulna,Kushtia Zone,Alamdanga Region,Alamdanga,0538,101,1700,1643,8090000,49899511,6586310,56485821,11875625,1558296,13433921,9914673,1717864,1039100,100000,12771637
OP Domain Dhaka,Dhamrai Zone,Kashimpur Region,Ashulia,0539,107,1855,1696,10520000,88752247,13669771,102422018,20866726,3765052,24631778,15498888,3417326,5133000,1000000,25049214
OP Domain Khulna,Kushtia Zone,CHUADANGA REGION,Jibon nagar,0540,108,1977,1898,10290000,67773079,8985202,76758281,18137253,2412728,20549981,12049895,2100008,1882300,850000,16882203
OP Domain Khulna,Jessore Zone,Jhenidaha Region,Garagonj,0541,80,1674,1440,5721000,39488043,5233356,44721399,8655442,1174624,9830066,8949650,1673954,1329200,750000,12702804
OP Domain Barisal,Faridpur Zone,Boalmari Region,Boalmari-1,0542,89,1494,1310,8770000,54516707,7260588,61777295,8346717,1089322,9436039,11026027,3376721,3493100,1510000,19405848
OP Domain Barisal,Madaripur Zone,Shariatpur Region,Shariatpur,0543,104,1486,1313,9315000,60360271,8583513,68943784,10377861,1377465,11755326,9836163,4441801,2711000,1005000,17993964
OP Domain Natore,Pabna Zone,Pabna Region,PUSPOPARA,0544,94,1707,1328,7919000,51430592,6941090,58371682,6278265,835751,7114016,10935426,1415507,1056700,347175,13754808
OP Domain Barisal,Faridpur Zone,Faridpur Region,Goalundo,0545,91,1436,1188,8525000,49119280,6589707,55708987,4579308,611332,5190640,15432131,3178577,6925000,3310000,28845708
OP Domain Khulna,Jessore Zone,Jessore Region,Jessore-1,0546,115,2345,2062,8340000,61613704,8096700,69710404,15129283,1981799,17111082,15020656,2444360,2966200,395000,20826216
OP Domain Natore,Natore Zone,Natore Region,Basudevpur,0547,91,1550,1331,8604000,54267114,8025074,62292188,4534147,612406,5146553,25706850,3309707,4738400,10225000,43979957
OP Domain Natore,Chatmohor Zone,Bonpara Region,Dhanaidah,0548,87,1866,1559,8758000,52809114,7072389,59881503,4239866,576708,4816575,13800358,3125345,2758100,1700000,21383803
OP Domain Natore,Natore Zone,Najirpur Region,Chanchkoir,0549,77,1424,1255,7588000,46920494,6429420,53349915,7047542,931586,7979128,13722612,1958579,2639200,950000,19270391
OP Domain Dhaka,Narsingdi Zone,Madhobdi Region,GOPALDI,0550,130,2394,2242,14270000,91792167,12380604,104172771,10264010,1337336,11601346,16612758,4836890,3001700,150000,24601348
OP Domain Natore,Puthia Zone,Taherpur Region,Taherpur-3,0551,96,1889,1514,9336000,56449172,7859481,64308653,6470797,905323,7376120,12448262,3701082,5316300,4550000,26015644
OP Domain Natore,Chatmohor Zone,Bonpara Region,ATGHORIA,0552,87,1464,1268,7794000,51921394,7369710,59291104,7156542,974868,8131410,12723390,2475456,2533500,2085000,19817346
OP Domain Sylhet,Hobigonj Zone,Ashugonj Region,SHORAIL,0553,125,1872,1703,14690000,95783778,13311147,109094925,16707601,2306633,19014234,20370597,5277557,4987300,150000,30785454
OP Domain Khulna,Jessore Zone,Nowapara Region,Kashobpur,0554,105,1644,1457,5253000,38630249,5161548,43791797,9188754,1270645,10459399,7104095,1414671,829600,400000,9748366
OP Domain Khulna,Kushtia Zone,CHUADANGA REGION,Sorojganj,0555,105,2004,1881,10000000,64543296,8535663,73078959,13892274,1831137,15723411,11216507,1841525,1426900,550000,15034932
OP Domain Mymensingh,Gazipur Zone,Gazipur Region,Porabari,0556,97,1376,1254,9755000,69184125,10991600,80175726,11606141,1886847,13492988,17128637,5204134,5987000,3675000,31994771
OP Domain Dhaka,Dhaka North Zone,Cheragali Region,Cherag Ali,0557,105,1894,1753,12900000,82571302,11419690,93990992,7789128,1170032,8959160,15943841,5107367,5338200,640000,27029408
OP Domain Sylhet,Sylhet Zone,Khadimnagar Region,Dhaka South,0558,81,1595,1440,11845000,72741735,9555250,82296985,4066434,536774,4603208,18231946,6112344,7139200,1560000,33043490
OP Domain Bogra,Bogra North Zone,Sibganj Region,Guzia,0559,99,1708,1528,12116000,74293280,10712198,85005478,7869731,1073392,8943123,16948039,2441588,5390300,3665000,28444927
OP Domain Sylhet,Moulvibazar Zone,Auskandi Region,Nabiganj-1,0560,113,1699,1426,14210000,95131132,12816680,107947812,7077051,954446,8031497,19846158,4516140,5051300,175000,29588598
OP Domain Khulna,Khulna Zone,Bagerhat Region,Kochua-3,0561,89,1311,1211,4720000,41267285,5756062,47023347,11592375,1771242,13363617,15089353,1706872,2543300,1665000,21004525
OP Domain Bogra,Bogra Central Zone,Dupchachiya Region,Tindighi,0562,100,1811,1563,11055000,70075872,9230779,79306651,5250673,682862,5933535,20231405,2522417,7039400,3335000,33128222
OP Domain Rajshahi,Naogaon Zone,Manda Region,Satihat,0563,90,2061,1815,6845000,52899246,6842375,59741622,16368112,2048844,18416956,9361069,1656800,2602530,500000,14120399
OP Domain Dhaka,Dhaka North Zone,Cheragali Region,Dhorpara,0564,88,1815,1597,10970000,74145108,10021435,84166544,5433967,718410,6152377,18479686,6420304,9618600,1975000,36493590
OP Domain Rajshahi,Najipur Zone,Sapahar Region,Dighir Hat,0565,118,3096,2875,18843000,103082709,8421066,111503776,1687399,120358,1807757,17179686,4048614,1929900,500000,23658200
OP Domain Natore,Natore Zone,Najirpur Region,Singra-2,0566,132,2252,1842,11397000,64418999,8702701,73121700,5774600,769587,6544187,22833042,3428028,8347300,5175000,39783370
OP Domain Rajshahi,Rajshahi Zone,Mohonpur Region,Hat Gangopara,0567,110,2651,2073,10210000,76008513,10045365,86053877,13452520,1624245,15076765,18377235,2467701,3729100,4965000,29539036
OP Domain Khulna,Satkhira Zone,Navaran Region,Navaron,0568,98,1925,1626,8755000,52700635,6978433,59679068,6262027,865524,7127551,13698382,2114518,1913900,725000,18451800
OP Domain Khulna,Kushtia Zone,RAJBARI REGION,Baliakandi,0569,87,1576,1303,7480000,45211987,6009441,51221428,13054578,1743888,14798466,8116375,1331030,1467700,120000,11035105
OP Domain Khulna,Jessore Zone,Jessore Region,Barinagor,0570,91,1633,1515,5235000,41826419,5515782,47342201,12385276,1627571,14012847,6923085,1066573,1016100,270000,9275758
OP Domain Natore,Pabna Zone,Bongram Region,SUJANAGOR,0571,82,1441,1252,8642000,59349713,8091042,67440756,10769271,1431959,12201230,7677413,2837748,2409500,200000,13124661
OP Domain Natore,Pabna Zone,Pabna Region,DOGASI,0572,98,1711,1389,8082000,50643159,6522191,57165350,4806694,627852,5434546,10974041,1913770,4349000,50000,17286811
OP Domain Natore,Natore Zone,Walia Region,Moukhara,0573,98,1684,1289,6508000,49375577,6779248,56154826,7449798,967626,8417424,14683718,3166861,4594300,6600000,29044879
OP Domain Dinajpur,Syedpur Zone,Bodorgonj Region,Bodorgonj,0574,127,2373,2225,10965000,69934753,9219516,79154269,11913891,1621484,13535375,22110619,2591292,3477500,2530000,30709411
OP Domain Dinajpur,Syedpur Zone,Ranirbandar Region,Binnakuri,0575,84,1484,1369,7300000,47098043,6282783,53380826,7146431,988130,8134561,12638141,1961318,5334400,2570000,22503859
OP Domain Chittagaon,Feni Zone,Gunoboti Region,Rajapur-2,0576,90,1391,1014,9900000,58952938,8613075,67566013,4614845,612529,5227374,13545717,4654499,7050400,2805000,28055616
OP Domain Comilla,Comilla Zone,Choddogram Region,Bangodda,0577,75,986,905,11275000,68658003,9852197,78510201,7305566,983307,8288874,11976110,4278554,5566300,1180000,23000964
OP Domain Chittagaon,Feni Zone,Feni Region,Laskarhat,0578,79,1232,1001,8550000,56895471,8032413,64927884,4431464,590262,5021726,14192913,4251042,6132800,2175000,26751755
OP Domain Khulna,Satkhira Zone,Navaran Region,Bagasra,0579,102,1603,1349,8185000,50779854,6774578,57554432,7095037,966553,8061590,11143489,2196929,1897500,1235000,16472918
OP Domain Khulna,Jessore Zone,Nowapara Region,Nowapara-1,0580,96,1660,1454,7037000,43492849,5736752,49229601,9053964,1200113,10254077,10993538,1600580,1293800,1565000,15452918
OP Domain Comilla,Laxmipur Zone,Alexander Region,Lorence,0581,104,1401,1221,14090000,91513375,12937644,104451019,1513178,202664,1715842,17130862,7561034,5929500,1050000,31671396
OP Domain Comilla,Comilla West Zone,Gowripur Region,Bhaberchar,0582,88,1010,953,9050000,63658497,9942348,73600845,6383700,904804,7288504,12679852,3284491,3411500,985000,20360843
OP Domain Rajshahi,Rajshahi Zone,Rajshahi Region,KATAKHALI-3,0583,109,2824,2110,10377000,62749536,8569017,71318554,7381001,957081,8338082,24351132,3415770,4269800,5130000,37166702
OP Domain Mymensingh,Gazipur Zone,Gazipur Region,Gazipur-2,0584,100,1737,1544,10885000,77223823,12096151,89319974,6270769,999908,7270677,26780224,6396886,11017800,1810000,46004910
OP Domain Rangpur,Lalmonirhat Zone,Lalmonirhat Region,Fulbari-3,0585,124,2451,2052,11017000,65671358,8286317,73957675,7639341,1025506,8664847,23223249,2988469,6909900,4230000,37351618
OP Domain Barisal,Madaripur Zone,Vedorgonj Region,Noria-1,0586,92,1451,1276,9430000,64063340,8993213,73056554,9406447,1271572,10678019,11153868,3321349,2608800,125000,17209017
OP Domain Barisal,Madaripur Zone,Mostofapur Region,Kalkini-2,0587,91,1373,1171,11570000,69031488,9551209,78582697,6238022,848613,7086635,12389551,6316305,3329300,1195000,23230156
OP Domain Chittagaon,Feni Zone,Feni Region,Feni-2,0588,93,1771,1451,10625000,66139292,8854950,74994242,7052338,930864,7983202,20398137,5968941,6384300,2920000,35671378
OP Domain Sylhet,Sylhet Zone,Sylhet Region,Fenchuganj,0589,113,2085,1888,15485000,90756427,11984698,102741125,5926436,775450,6701886,22272840,6371657,8419300,720000,37783797
OP Domain Mymensingh,Tangail Zone,Tangail Region,Pathrail,0590,74,1165,949,5875000,39834229,5375485,45209714,7381308,1000853,8382161,32070124,1523239,1954600,4140000,39687963
OP Domain Sylhet,Hobigonj Zone,Madhobpur Region,Chunarughat-1,0591,105,1531,1334,11835000,70117974,9362394,79480368,4967078,665789,5632867,19492142,3739211,5085500,750000,29066853
OP Domain Khulna,Kushtia Zone,Alamdanga Region,Jhaudia,0592,82,1447,1286,6330000,36311762,4788378,41100140,7978982,1056143,9035125,8159729,1613332,1948093,1965000,13686154
OP Domain Mymensingh,Gazipur Zone,Sreepur Region,Bagher Bazar,0593,151,1705,1533,13600000,103266295,18208816,121475111,12417052,2212488,14629541,24393726,5388214,8661700,2995000,41438640
OP Domain Mymensingh,Gazipur Zone,Kapasia Region,Joinabazar,0594,94,1223,1042,8220000,62833453,9895327,72728780,6457715,1114472,7572187,12431604,3593841,3514600,150000,19690045
OP Domain Rajshahi,Rajshahi Zone,Coart Region,Darusha,0595,89,1681,1470,6895000,42816278,5549939,48366217,5222323,682309,5904632,10833703,2243777,1755282,2850000,17682762
OP Domain Bogra,Bogra South Zone,Dhunat Region,Sonahata,0596,117,2351,1829,10425000,72581561,10284918,82866479,13380568,1920732,15301300,20741763,2877840,3624200,3810000,31053803
OP Domain Mymensingh,Tangail Zone,Mirzapur Region,Basail,0597,81,894,749,5370000,33690297,4887296,38577593,3086623,426844,3513467,12570795,2246496,2613300,1600000,19030591
OP Domain Bogra,Joypurhat Zone,Joypurhat Region,Joypurhat-3,0598,121,2889,2223,11207000,72015933,8617068,80633001,12642108,1651867,14293975,18718147,2025608,3002200,2280000,26025955
OP Domain Mymensingh,Gazipur Zone,Kapasia Region,Rajabari,0599,70,983,865,6830000,46366640,6558883,52925522,5589490,770426,6359916,9758736,3475965,3570600,2000000,18805301
OP Domain Comilla,Comilla West Zone,Homna Region,Bancharampur-1,0600,85,1129,1011,19865000,110143412,15895971,126039383,1783971,288107,2072078,17234224,5584250,5657100,1775000,30250574
OP Domain Comilla,Chandpur Zone,Motlob Region,Kochua-4,0601,101,1310,1209,11735000,76208656,10865049,87073706,10488143,1421231,11909374,12880289,3452922,1906150,435000,18674361
OP Domain Comilla,Laxmipur Zone,Laxmipur Region,Mandari Bazar,0602,99,1493,1210,13160000,98072472,14853687,112926159,4710882,679187,5390069,16283289,8775860,5761900,1490000,32311049
OP Domain Bogra,Bogra South Zone,Sherpur-1 Region,B-Block,0603,105,2119,1709,10445000,79179981,13038571,92218552,15422147,2424728,17846875,24020851,2298756,5605200,12890000,44814807
OP Domain Chittagaon,Chittagong South Zone,Chandgaon Region,Oxygen,0604,84,1361,1294,10470000,62606233,8648619,71254852,3286340,435437,3721777,15797713,5848593,6658700,1810000,30115006
OP Domain Mymensingh,Tangail Zone,Ghatail Region,Garobazar,0605,86,1266,1095,9935000,66257042,9297577,75554619,3870739,517748,4388487,12897985,3564953,5239400,350000,22052338
OP Domain Mymensingh,Tangail Zone,Tangail Region,Bhuyanpur,0606,95,1550,1278,8160000,58189671,8332121,66521792,6472629,898300,7370929,17610017,2573452,4669400,5480000,30332869
OP Domain Mymensingh,Gazipur Zone,Valuka Region,Batazore,0607,98,1171,972,7585000,49235679,6623752,55859430,9162919,1181628,10344547,11140819,2345726,1864400,425000,15775945
OP Domain Dinajpur,Dinajpur Zone,Shikdarhat Region,Ramshagor,0608,94,2260,2096,10897000,70577685,8097467,78675152,3709930,458384,4168314,19337142,2879505,5106400,1070000,28393047
OP Domain Rangpur,Kurigram Zone,Kurigram Region,Kathalbari,0609,141,2941,2228,12692000,85500693,10917156,96417849,14504668,1858273,16362941,28630318,3913013,6068800,4385000,42997131
OP Domain Rangpur,Kurigram Zone,Ulipur Region,Chilmari,0610,99,1980,1678,7466000,52105927,6754435,58860362,11267786,1526157,12793943,17433075,2291380,2468700,3400000,25593155
OP Domain Rajshahi,Naogaon Zone,Manda Region,Manda-2,0611,96,2152,1830,8877000,55023866,6742091,61765957,6687174,792762,7479936,12135987,1835430,3435300,1720000,19126717
OP Domain Bogra,Bogra North Zone,Mohasthan Region,Ghoradhap,0612,126,2831,2282,12059000,85277960,11983200,97261160,2849359,404456,3253815,34572671,3195074,5367800,12190000,55325545
OP Domain Natore,Pabna Zone,Bongram Region,Bongram,0613,100,2050,1436,9592000,59605485,7947962,67553447,6756368,894172,7650540,14423989,2377920,5757600,1850000,24409509
OP Domain Natore,Pabna Zone,Pabna Region,Meril Road,0614,65,1191,990,6856000,42272132,6084279,48356411,5340918,790558,6131476,8891675,1640451,1764200,250000,12546326
OP Domain Dinajpur,Syedpur Zone,Ranirbandar Region,Khansama,0615,121,2766,2542,14051000,84158666,11149702,95308368,9595985,1271457,10867442,24010878,3596641,6060100,2610000,36277619
OP Domain Bogra,Sirajganj Zone,Sirajgonj Region,Hatpangashi,0616,58,1106,945,5715000,35459018,4620355,40079373,3731041,487961,4219002,14125754,912497,1900100,1385000,18323351
OP Domain Bogra,Sirajganj Zone,Ullapara Region,Baghabari,0617,71,1596,1325,5183000,39463702,5293246,44756948,9262735,1219879,10482614,10971093,1717553,908200,1525000,15121846
OP Domain Rangpur,Rangpur Zone,Rangpur Region,Co Bazar,0618,116,2151,1812,9995000,66986671,9044545,76031216,12407565,1794272,14201837,23313297,3393272,5806800,4025000,36538369
OP Domain Rajshahi,Najipur Zone,Badalgachi Region,Matajihat,0619,119,3069,2739,14567000,100906405,9698849,110605254,8410881,919649,9330530,22736534,3236905,4604700,795000,31373139
OP Domain Dinajpur,Syedpur Zone,Nilfamari Region,Gasbari-1,0620,87,1453,1308,7189000,42874226,5591277,48465503,4575046,622626,5197672,12208488,2079877,4982500,1620000,20890865
OP Domain Khulna,Kushtia Zone,KUSHTIA REGION,Allahardorga,0621,103,1756,1557,7907000,50349122,6682069,57031191,7455072,987042,8442114,14870180,1688858,2401000,350000,19310038
OP Domain Rangpur,Rangpur Zone,Modern Region,Mahigonj,0622,120,2004,1795,9380000,60222512,7994715,68217228,9066570,1236439,10303009,12968493,2950436,2782800,3070000,21771729
OP Domain Rajshahi,Naogaon Zone,Raninagor Region,Betgari,0623,89,1203,1075,5737000,42259881,5559396,47819277,8704987,1133432,9838419,12706780,1693009,1977800,430000,16807589
OP Domain Rangpur,Gaibandha Zone,Sundarganj Region,Hatlokkhipur,0624,113,2446,2101,12162000,83831823,11739846,95571669,13493000,1859412,15352412,19481710,4199102,7710300,5575000,36966112
OP Domain Rajshahi,Chapainobabgonj Zone,Chapainawabganj Region,Islampur-1,0625,70,1267,1048,8476000,45140235,3918715,49058950,1510545,161672,1672217,12575336,1691964,2141800,2250000,18659100
OP Domain Chittagaon,Noakhali Zone,Begumganj Region,Chayani,0626,61,741,635,7745000,45987975,6855686,52843661,1170690,160752,1331442,9631811,4454231,3137100,1620000,18843142
OP Domain Rajshahi,Chapainobabgonj Zone,Shibganj Region-2,Binodpur,0627,72,1396,1121,6692000,39482245,5203805,44686050,1931871,275022,2206893,12995330,1917768,2424600,730000,18067698
OP Domain Chittagaon,Feni Zone,Dagonbuyan Region,Sonagazi,0628,76,961,785,8390000,49919936,7143293,57063228,4330736,573440,4904176,12160679,2842547,3949900,2325000,21278126
OP Domain Chittagaon,Noakhali Zone,Sonaimuri Region,Kankirhat,0629,57,969,871,9880000,57947662,8210364,66158025,6392550,858091,7250641,10572246,3532775,2699100,2400000,19204121
OP Domain Rangpur,Rangpur Zone,Rangpur Region,Jalkar-2,0630,140,2941,2448,12538000,81096165,10697762,91793928,11541928,1533497,13075425,26236503,3839401,4775200,1260000,36111104
OP Domain Natore,Pabna Zone,Pabna Region,Pabna-3,0631,113,2714,2385,14110000,91632904,12812226,104445130,13764588,1832046,15596634,57023996,3331121,4833882,2420000,67608999
OP Domain Bogra,Sirajganj Zone,Sirajgonj Region,Sirajganj-3,0632,93,2066,1888,9130000,69361437,10039054,79400491,12392915,1705018,14097933,19444661,3336160,3041400,2120000,27942221
OP Domain Bogra,Sirajganj Zone,Nimgachhi Region,Dhangara,0633,69,1288,977,5450000,35058622,4827955,39886577,7773584,1052074,8825658,7779017,942962,1132400,1775000,11629379
OP Domain Sylhet,Hobigonj Zone,Ashugonj Region,Ashugonj,0634,67,1033,930,8610000,51696699,6928958,58625658,6434374,854993,7289367,10778621,2765404,1909500,365000,15818525
OP Domain Sylhet,Hobigonj Zone,Madhobpur Region,Nowapara-3,0635,77,1176,1065,9720000,59489322,7967734,67457056,2407775,328027,2735802,15296484,5231236,6201709,1100000,27829429
OP Domain Comilla,Comilla West Zone,Homna Region,Batakandi,0636,87,1051,935,11990000,76450531,10892564,87343095,6352382,878003,7230385,9458940,5118382,3692300,415000,18684622
OP Domain Sylhet,Sylhet Zone,Sylhet Region,Shahjalal Pro: Bi:,0637,90,1539,1422,8410000,53681890,7164116,60846006,5492884,738024,6230908,19708300,4469969,5454700,740000,30372969
OP Domain Rangpur,Lalmonirhat Zone,Hatibandha Region,Baura,0638,111,2567,2277,11742000,79842766,10357229,90199995,13799539,1778933,15578472,20690471,3413489,3132600,2075000,29311560
OP Domain Khulna,Kushtia Zone,RAJBARI REGION,Khoksha,0639,96,1573,1305,7410000,43790098,5858261,49648359,7818223,1083768,8901991,11402288,1723276,2432100,1200000,16757664
OP Domain Khulna,Jessore Zone,Nowapara Region,Monirampur,0640,92,1748,1570,6415000,46597443,6263907,52861350,13081434,1757923,14839357,7926766,1330074,1150100,400000,10806940
OP Domain Rajshahi,Naogaon Zone,Hapania Region,Saraswatipur,0641,86,1039,819,5492000,32174049,4690332,36864382,3460685,472278,3932963,5688890,1495792,2531000,50000,9765682
OP Domain Rajshahi,Naogaon Zone,Naogaon Region,Kirtipur,0642,78,1424,1164,5156000,38471926,5113430,43585357,9723618,1272425,10996043,7830230,1096734,3435900,900000,13262864
OP Domain Comilla,Comilla West Zone,Gowripur Region,Eliotgonj,0643,80,1083,946,9345000,57704952,8183084,65888035,6192745,905010,7097756,9385102,6599763,3444915,950000,20379780
OP Domain Khulna,Jessore Zone,Lohagara Region,Gopalgonj,0644,87,1533,1370,5850000,45308662,6044634,51353296,9309015,1293657,10602673,18058431,2515278,4365300,495000,25434009
OP Domain Khulna,Jessore Zone,Jessore Region,Chowgachha,0645,103,1800,1677,7512000,61370193,8623927,69994120,19029745,2916517,21946262,14471391,1955688,1733100,7000000,25160179
OP Domain Chittagaon,Satkania Zone,Eidgaon Region,Chokoria,0646,97,1520,1342,8525000,57335904,7637145,64973049,7447072,973362,8420434,13027275,2597447,3575800,1115000,20315522
OP Domain Barisal,Barisal Zone,Ujirpur Region,Borishal,0647,108,1684,1588,8970000,61460630,8520499,69981128,15357559,2105413,17462972,17966318,3533772,3767500,1870000,27137590
OP Domain Barisal,Barisal Zone,Rajapur Region,Jhalokati,0648,96,1405,1318,6215000,44081868,6134063,50215931,8426175,1131017,9557192,7798364,3371183,2012800,50000,13232347
OP Domain Dhaka,Dhamrai Zone,Kashimpur Region,Bolivodro,0649,84,1656,1544,11050000,80486242,13050168,93536410,10303885,1996480,12300365,15628620,3203623,6349600,695000,25876843
OP Domain Sylhet,Moulvibazar Zone,Auskandi Region,Enatgonj,0650,55,1083,995,10730000,61149218,8237578,69386796,3117102,418297,3535399,17577835,5808996,6595100,2000000,31981931
OP Domain Khulna,Jessore Zone,Jessore Region,Khajura,0651,96,1803,1554,6825000,50763339,6757902,57521241,12393153,1657670,14050823,11501212,2716385,3720700,250000,18188297
OP Domain Barisal,Barisal Zone,Patuakhali Region,Kalapara,0652,109,1579,1460,7355000,52240397,7347061,59587458,6838640,883688,7722328,17670136,5004943,4624900,175000,27474979
OP Domain Barisal,Barisal Zone,Patuakhali Region,Dumki,0653,95,1214,1078,5835000,39627707,5260761,44888468,9385457,1239959,10625416,10690085,2142018,3743500,650000,17225603
OP Domain Chittagaon,Feni Zone,Dagonbuyan Region,Kobirhat,0654,62,1073,926,9745000,56159473,8011003,64170476,3228082,427620,3655702,10116188,3241779,3649300,1080000,18087267
OP Domain Comilla,Chandpur Zone,Motlob Region,Chhengarchar,0655,93,1308,1192,9995000,76224409,11093928,87318338,12788254,1729010,14517264,10742906,3173559,2766850,240000,16923315
